iter	Logloss
153	0.4609671559
154	0.4606647637
155	0.4603585463
156	0.4600884375
157	0.4598645763
158	0.4595139585
159	0.4593707179
160	0.4589961731
161	0.458839731
162	0.4586086804
163	0.4583257765
164	0.4581526508
165	0.4580329031
166	0.4579847638
167	0.4576363841
168	0.45735627
169	0.4569695773
170	0.4567680901
171	0.4565847454
172	0.4563699754
173	0.4560978678
174	0.4559183253
175	0.4556804462
176	0.4555068058
177	0.4552720495
178	0.4551420685
179	0.4549643657
180	0.4548881734
181	0.4545134625
182	0.4542930225
183	0.4538986524
184	0.4537391164
185	0.4534199141
186	0.4531495344
187	0.4527940337
188	0.4526905842
189	0.452455215
190	0.4523300871
191	0.4520258175
192	0.4517789402
193	0.4516006787
194	0.4514437172
195	0.4513244049
196	0.4512616751
197	0.4509606396
198	0.4508010098
199	0.4505247581
200	0.4503131567
201	0.4501219007
202	0.4498546077
203	0.44968785
204	0.4494818799
205	0.4492353016
206	0.4490573632
207	0.4487859064
208	0.4485408606
209	0.4482871621
210	0.4480386003
211	0.4479568811
212	0.4476286483
213	0.4473610595
214	0.4471917168
215	0.4470481054
216	0.4468408602
217	0.4467389885
218	0.4464446091
219	0.4462060419
220	0.4460764166
221	0.4459401771
222	0.4457145927
223	0.4455917181
224	0.4454350484
225	0.4452784784
226	0.4448501001
227	0.4446702807
228	0.444459012
229	0.4443137451
230	0.4441669014
231	0.443963338
232	0.4437465299
233	0.4435101936
234	0.443293026
235	0.4432023446
236	0.4429478538
237	0.442785496
238	0.4424007136
239	0.4421958116
240	0.4420341918
241	0.4418696635
242	0.4417400421
243	0.4414808083
244	0.4413585563
245	0.4412033757
246	0.4410838512
247	0.440966455
248	0.4406705906
249	0.4405884665
250	0.4402907525
251	0.4401255688
252	0.4398702228
253	0.4397174037
254	0.4395556245
255	0.4395152666
256	0.439326393
257	0.43903453
258	0.4388115706
259	0.4385185472
260	0.4382921304
261	0.4381797566
262	0.4380650864
263	0.4378087161
264	0.4375486777
265	0.4372352801
266	0.437163878
267	0.4368671979
268	0.4367246182
269	0.4365526139
270	0.4364069923
271	0.4363196631
272	0.4361978954
273	0.4361109441
274	0.4358980624
275	0.4356045685
276	0.4355258967
277	0.435340647
278	0.4352317047
279	0.4351223279
280	0.4348312368
281	0.4347319967
282	0.4345707553
283	0.4344835614
284	0.4343449053
285	0.4341055069
286	0.4338699204
287	0.4338548019
288	0.4338322184
289	0.4336730357
290	0.4336332553
291	0.4334105613
292	0.4332143936
293	0.4330932556
294	0.4329404602
295	0.432729784
296	0.4326298808
297	0.4323987838
298	0.4322654149
299	0.4319760124
300	0.4318451574
301	0.4316615403
302	0.4314972576
303	0.4312868377
304	0.4311526276
305	0.4310205976
306	0.4308516814
307	0.43065976
308	0.4305418741
309	0.4304452856
310	0.4302968524
311	0.4301710399
312	0.430107596
313	0.4299973753
314	0.4299888844
315	0.4297957523
316	0.429587598
317	0.4293660094
318	0.4291865546
319	0.4289801348
320	0.4287889372
321	0.4287490844
322	0.428669337
323	0.4283892157
324	0.4283174736
325	0.4282285967
326	0.4279750173
327	0.4277806133
328	0.4277641136
329	0.427674376
330	0.4275509655
331	0.4273715448
332	0.427155606
333	0.426957349
334	0.4268403549
335	0.4266693664
336	0.4265021668
337	0.4264215744
338	0.4262450286
339	0.4262311793
340	0.4260317027
341	0.4257879583
342	0.4255096915
343	0.425281204
344	0.4251570237
345	0.4248359301
346	0.4245903583
347	0.4244934819
348	0.4244086005
349	0.4243066282
350	0.4241617784
351	0.4239390424
352	0.4237523412
353	0.4236362223
354	0.4235214156
355	0.4233988578
356	0.4231822342
357	0.4230864566
358	0.4229622061
359	0.4227479357
360	0.4225813744
361	0.4224686934
362	0.4222011712
363	0.4219402812
364	0.42171937
365	0.4215508098
366	0.4214698668
367	0.4212449589
368	0.4211568536
369	0.4209909944
370	0.4206786505
371	0.420472856
372	0.4203469058
373	0.4201939222
374	0.4200804109
375	0.4199226397
376	0.419801067
377	0.4197973448
378	0.4196017653
379	0.4194917606
380	0.419435526
381	0.4194353494
382	0.4193666673
383	0.4192478919
384	0.4188937112
385	0.418793688
386	0.4185989437
387	0.418342699
388	0.4182144729
389	0.4181131245
390	0.4179633844
391	0.4178640149
392	0.4176757441
393	0.4174759318
394	0.4173903365
395	0.4171861853
396	0.4170892147
397	0.4169600398
398	0.4167766675
399	0.4166009294
400	0.4163537888
401	0.4163085865
402	0.4160860395
403	0.4158452818
404	0.415756732
405	0.4156642839
406	0.4154666214
407	0.4152113954
408	0.4151651565
409	0.4150679668
410	0.4147993533
411	0.4145565202
412	0.4143841361
413	0.4142749608
414	0.4140914761
415	0.4140110527
416	0.4137307279
417	0.4136261099
418	0.4134771811
419	0.4133809398
420	0.413191962
421	0.4130041834
422	0.412902289
423	0.4127439199
424	0.4125933058
425	0.4124038573
426	0.4122671738
427	0.4119518834
428	0.4118342203
429	0.411714898
430	0.4114435316
431	0.4112988516
432	0.4111942807
433	0.4110439662
434	0.4108738315
435	0.4105934958
436	0.4104200981
437	0.410227908
438	0.4101282981
439	0.4098982583
440	0.4097271065
441	0.4095438571
442	0.4092986913
443	0.409167469
444	0.4090749498
445	0.4089084457
446	0.4087282936
447	0.4086042149
448	0.4084530945
449	0.4083669613
450	0.4082724478
451	0.4081144904
452	0.4079471884
453	0.4077616769
454	0.4075223666
455	0.4074053165
456	0.40729486
457	0.4071527523
458	0.4070188752
459	0.4068432177
460	0.4066619348
461	0.4064051365
462	0.4063193795
463	0.4061382988
464	0.4059895053
465	0.4058445497
466	0.4057364362
467	0.4056219517
468	0.4054098963
469	0.4051565457
470	0.4049808255
471	0.4048618025
472	0.4047081252
473	0.4045323255
474	0.4043524145
475	0.4042136885
476	0.404099734
477	0.4039994888
478	0.403845609
479	0.4036733555
480	0.4035622353
481	0.4034407881
482	0.4032866356
483	0.403205934
484	0.4030924686
485	0.4029996374
486	0.402749805
487	0.4026451374
488	0.4025072668
489	0.4023708733
490	0.4021804436
491	0.4020619697
492	0.4018588318
493	0.4017162273
494	0.4015689872
495	0.4014078354
496	0.4012160165
497	0.4010309534
498	0.4008964528
499	0.4007054215
500	0.4005542215
501	0.4004713191
502	0.4003921199
503	0.4002897415
504	0.4001482399
505	0.4000215423
506	0.3998605817
507	0.3996844326
508	0.3995034452
509	0.3992387903
510	0.3990974821
511	0.3989475258
512	0.3988044712
513	0.3985942694
514	0.3984947668
515	0.3983449847
516	0.3982298923
517	0.3981191111
518	0.3980083203
519	0.3978784512
520	0.3977649086
521	0.3977033852
522	0.3975890221
523	0.3974334103
524	0.3972554436
525	0.3971100767
526	0.3969836155
527	0.3968587703
528	0.3967344665
529	0.3966437112
530	0.3965403531
531	0.396389463
532	0.3962477844
533	0.3961098172
534	0.395936731
535	0.3957976038
536	0.3956292486
537	0.395572734
538	0.3954107707
539	0.3952072428
540	0.395090061
541	0.3949945324
542	0.3948829797
543	0.3947374832
544	0.3946134121
545	0.394481075
546	0.3943390329
547	0.3941997449
548	0.3940601141
549	0.393908517
550	0.3937027343
551	0.3935600463
552	0.3933913587
553	0.3933182436
554	0.3931931998
555	0.3930423495
556	0.3928767884
557	0.392765289
558	0.3926936924
559	0.3924779191
560	0.3922719844
561	0.3920753865
562	0.39193018
563	0.3918227509
564	0.3917049389
565	0.3915366576
566	0.391445664
567	0.3913302787
568	0.3912423102
569	0.3911298309
570	0.3910317799
571	0.3909490982
572	0.3908438352
573	0.3907211708
574	0.3904986779
575	0.3903541382
576	0.3901627956
577	0.3900715911
578	0.3899881253
579	0.3898571192
580	0.3897554862
581	0.3896244959
582	0.3894950406
583	0.3893904565
584	0.3892555292
585	0.3891132422
586	0.3889599532
587	0.3888444524
588	0.3886402002
589	0.3885715521
590	0.3883785171
591	0.3882898063
592	0.3881671957
593	0.3880446797
594	0.3879261084
595	0.3877635033
596	0.3877017971
597	0.3876006013
598	0.3874006708
599	0.3872093711
600	0.3871092787
601	0.3870075549
602	0.3868572288
603	0.386754659
604	0.3865523399
605	0.3864471964
606	0.3862306321
607	0.3861311528
608	0.3859501983
609	0.3858102455
610	0.3856966885
611	0.3855578513
612	0.3854687137
613	0.3853947893
614	0.3852990272
615	0.3852307632
616	0.3851095299
617	0.3848455213
618	0.3847337504
619	0.3846025358
620	0.3845323911
621	0.3844110863
622	0.384255719
623	0.3841910491
624	0.384042885
625	0.383897216
626	0.3836762884
627	0.3835228481
628	0.3833217441
629	0.3832521843
630	0.3830952122
631	0.3829428091
632	0.3827468763
633	0.3826608136
634	0.3826142273
635	0.3824762854
636	0.3822876917
637	0.3820276437
638	0.3818924704
639	0.3817860982
640	0.3816154491
641	0.3814906683
642	0.3813855752
643	0.3811130018
644	0.3809913668
645	0.3808862934
646	0.3807519791
647	0.3806465778
648	0.3804381973
649	0.3803023954
650	0.3802100708
651	0.3800041396
652	0.3798880821
653	0.3797769927
654	0.3797104111
655	0.3795470863
656	0.3793739124
657	0.3793130224
658	0.3792314534
659	0.3791389212
660	0.3790459312
661	0.3789050971
662	0.3787616657
663	0.3786356987
664	0.3785051179
665	0.3784056266
666	0.3782496965
667	0.3781563498
668	0.3780284226
669	0.3779112041
670	0.3777611084
671	0.3777236978
672	0.3776670512
673	0.377516135
674	0.3774029303
675	0.3772547312
676	0.3770511162
677	0.376960831
678	0.3769212488
679	0.3766535931
680	0.3765183879
681	0.3763378081
682	0.376168433
683	0.3761279724
684	0.3760285324
685	0.3759328607
686	0.3756918813
687	0.3755573394
688	0.3754335644
689	0.3753107073
690	0.3752030136
691	0.3751435296
692	0.3749883549
693	0.3749075389
694	0.3747312321
695	0.3744944581
696	0.3744207927
697	0.3742547192
698	0.3740120299
699	0.3739416684
700	0.373769403
701	0.3737154379
702	0.3734783162
703	0.3733759837
704	0.3732404647
705	0.3732035113
706	0.3730878045
707	0.3729807894
708	0.3728878527
709	0.3727960552
710	0.3726781398
711	0.372642394
712	0.3725497192
713	0.3725192502
714	0.3723920665
715	0.3723589057
716	0.3722480865
717	0.3720940797
718	0.3720196756
719	0.3719246763
720	0.371794935
721	0.3717431396
722	0.3715861484
723	0.3713533384
724	0.3712282221
725	0.37114065
726	0.3709712454
727	0.3708791097
728	0.3707578501
729	0.3706429399
730	0.370517412
731	0.3703945424
732	0.3702832137
733	0.3701239192
734	0.3700057473
735	0.3699175571
736	0.3697774683
737	0.3696573273
738	0.3695385638
739	0.3694333388
740	0.3693516875
741	0.3692410514
742	0.3691567666
743	0.3690417917
744	0.3689613152
745	0.368820006
746	0.3687322081
747	0.3686715594
748	0.3686412873
749	0.3684819769
750	0.3684248856
751	0.3683430949
752	0.368227846
753	0.3680443568
754	0.3679291002
755	0.3676927147
756	0.3676300673
757	0.3674163787
758	0.3672353491
759	0.3670470913
760	0.3669882939
761	0.3669405062
762	0.3668546639
763	0.3667511138
764	0.3666629148
765	0.3665692796
766	0.3663918171
767	0.3662483755
768	0.3661333577
769	0.3659615987
770	0.3658500853
771	0.3657182904
772	0.3655654861
773	0.3654493795
774	0.365339424
775	0.365195895
776	0.3649782608
777	0.3648982103
778	0.3647824289
779	0.3646778547
780	0.3645736919
781	0.3643921699
782	0.3643028141
783	0.3641217383
784	0.3640452457
785	0.3638942368
786	0.3637673318
787	0.3636504288
788	0.3635912758
789	0.3634737166
790	0.36340426
791	0.3633236191
792	0.3630787214
793	0.3629964632
794	0.3628589702
795	0.3627487253
796	0.3625368164
797	0.3623868044
798	0.3622019699
799	0.3620378204
800	0.3619348043
801	0.3617710286
802	0.3616122752
803	0.3615087464
804	0.3613726783
805	0.3612756376
806	0.3612101406
807	0.3611105896
808	0.360891332
809	0.3607901898
810	0.3606045438
811	0.3604096723
812	0.3602505282
813	0.3600486238
814	0.3598990053
815	0.3598277911
816	0.359693829
817	0.3596160999
818	0.3594816013
819	0.3593850064
820	0.3592872976
821	0.3592225908
822	0.3590917508
823	0.3589987621
824	0.3589595613
825	0.3588091064
826	0.3587306553
827	0.3586390388
828	0.3585169696
829	0.3584395413
830	0.3583343562
831	0.3581779257
832	0.3580595553
833	0.3578677485
834	0.3577279357
835	0.3575916488
836	0.3575218388
837	0.3573900403
838	0.3573480231
839	0.3571839527
840	0.3571149003
841	0.357026356
842	0.3568480317
843	0.3567349127
844	0.3566335389
845	0.3564528853
846	0.3563780137
847	0.3563378211
848	0.35630035
849	0.3561948024
850	0.3561045791
851	0.3560179424
852	0.3558810587
853	0.3556519293
854	0.3555442114
855	0.355394956
856	0.3552781282
857	0.3551461083
858	0.3550164032
859	0.3549678575
860	0.3548443805
861	0.3547443359
862	0.3546785029
863	0.3545704024
864	0.3544553079
865	0.3543555579
866	0.3542930509
867	0.3542367255
868	0.3541417433
869	0.3540532361
870	0.3539627092
871	0.3538487411
872	0.3536971765
873	0.3536397853
874	0.3535881283
875	0.353469432
876	0.3533685566
877	0.353258946
878	0.353146198
879	0.352966522
880	0.3528555513
881	0.3527585916
882	0.3526451641
883	0.3525052883
884	0.3523662739
885	0.3522206315
886	0.3521201859
887	0.3520368422
888	0.3519585754
889	0.3518832969
890	0.3517183163
891	0.3515785081
892	0.3514972024
893	0.3514071674
894	0.3513730983
895	0.3512884263
896	0.3511759248
897	0.3511140842
898	0.3509454603
899	0.3507976612
900	0.3506207549
901	0.3504783198
902	0.3504227085
903	0.3503870344
904	0.3503607829
905	0.350275562
906	0.3501883615
907	0.3500210787
908	0.3498362015
909	0.3497228582
910	0.3496990707
911	0.3496437196
912	0.3495457288
913	0.349463248
914	0.3494104598
915	0.3492767059
916	0.3491419525
917	0.3489369396
918	0.3488530221
919	0.3487616278
920	0.3486696434
921	0.3485305541
922	0.348437908
923	0.348308136
924	0.34820007
925	0.3481365696
926	0.3480019759
927	0.3479514301
928	0.3478687842
929	0.3477445981
930	0.3476267519
931	0.3475222604
932	0.3474187277
933	0.3472578863
934	0.347165257
935	0.3470466321
936	0.3469583319
937	0.3469105045
938	0.3467109767
939	0.3466134011
940	0.3465767838
941	0.3465203807
942	0.3463720639
943	0.3462985237
944	0.3462133206
945	0.3461653482
946	0.3460673659
947	0.3459540617
948	0.3458632226
949	0.3458398653
950	0.3457244671
951	0.3456447479
952	0.3455237399
953	0.3454545036
954	0.3453382031
955	0.3452766226
956	0.3451135316
957	0.3449769404
958	0.344880771
959	0.3447554533
960	0.3447065491
961	0.344578729
962	0.3444196169
963	0.3443451784
964	0.3442650283
965	0.3441499097
966	0.3439478362
967	0.3438731518
968	0.3437714814
969	0.3436794544
970	0.3436329289
971	0.3435824137
972	0.3433977111
973	0.343374758
974	0.343319023
975	0.3432867199
976	0.3431644671
977	0.3430464349
978	0.3429119191
979	0.3428863118
980	0.3428193377
981	0.3427228812
982	0.3426098182
983	0.3425683333
984	0.342461268
985	0.3423467326
986	0.3422431218
987	0.3421637059
988	0.3420958973
989	0.3420427764
990	0.341970191
991	0.3418631999
992	0.3417176595
993	0.3416207084
994	0.3414927185
995	0.3413930149
996	0.3413184999
997	0.3412092715
998	0.3411521182
999	0.3410652703
